"A1001","ADARSHA VIDYAMANDIR"
"R1114","NAZIRPUR HIGH SCHOOL"
"R1115","NURPUR HIGH SCHOOL"
"R1116","OLD MALDA KALACHAND HIGH SCHOOL"
"R1117","PANCHANANDAPUR SUKIA HIGH SCHOOL"
"R1118","PANCHKARITALA HIGH SCHOOL"
"R1119","PANDUA A K HIGH SCHOOL"
"R1120","PARANPUR HIGH SCHOOL"
"R1121","PASCHIM NARAYANPUR HIGH SCHOOL"
"R1122","PIPLA HIGH SCHOOL"
"R1123","PUKHURIA HIGH SCHOOL"
"R1124","RAHUTARA ST THOMAS HIGH SCHOOL"
"R1125","RAIGRAM HIGH SCHOOL"
"R1126","RAJNAGAR HIGH SCHOOL"
"R1127","RANIGANJ KRISHNA CHANDRA HIGH SCHOOL"
"R1128","RATHBARI HIGH SCHOOL"
"R1129","RATUA HIGH SCHOOL"
"R1130","RISHIPUR HIGH SCHOOL"
"R1131","SADARPUR HIGH SCHOOL"
"R1132","SADLICHAK HIGH SCHOOL"
"R1133","SAHABAZPUR UMACHARAN HIGH SCHOOL"
"R1134","SAHAPUR HIGH SCHOOL"
"R1135","SAHEBNAGAR HIGH SCHOOL"
"R1136","SAMBALPUR ANCHAL HIGH SCHOOL"
"R1137","SAMSI AGRI HIGH SCHOOL"
"R1138","SAMSI S B VIDYAMANDIR"
"R1139","SATTARI HIGH SCHOOL"
"R1140","SIBANI ACADEMY"
"R1141","SINGHABAD TILASAN HIGH SCHOOL"
"R1142","SITALPUR MOBARAKPUR HIGH SCHOOL"
"R1143","SONEGHAT HIGH SCHOOL"
"R1144","SOVANAGAR HIGH SCHOOL"
"R1145","SRIPUR ANCHAL HIGH SCHOOL"
"R1146","SRIRAMPUR ANCHAL HIGH SCHOOL"
"R1147","SUJAPUR HIGH SCHOOL"
"R1148","SULTANGANJ HIGH SCHOOL"
"R1149","SULTANNAGAR HASINA HIGH SCHOOL"
"R1150","TIAKATI HIGH SCHOOL"
"R1151","TULSHIHATA HIGH SCHOOL"
"R1152","UTTAR LAKSHMIPUR HIGH SCHOOL"
"R1153","UTTARCHANDIPUR BHOLANATH PREMLAL HIGH SCHOOL"
"R1154","AIHO GIRLS HIGH SCHOOL"
"R1155","ARAPUR JOTE T A G GIRLS HIGH SCHOOL"
"R1156","BANSBARI KRISHNAMOHAN BALIKA VIDYALAYA"
"R1157","BARLOW GIRLS HIGH SCHOOL"
"R1158","BULBULCHANDI R N ROY VIDYANIKETAN GIRLS HIGH SCHOOL"
"R1159","CHANCHAL RANI DAKSHAYANI GIRLS HIGH SCHOOL"
"R1160","HARISH CHANDRAPUR KIRAN BALA BALIKA VIDYASHRAM H SCHOOL"
"R1161","JALALIA GIRLS HIGH SCHOOL"
"R1162","KALIACHAK GIRLS HIGH SCHOOL"
"R1163","MALATIPUR ROHINIKANTA GIRLS HIGH SCHOOL"
"R1164","MALDA CHINTAMONI CHAMATKAR GIRLS HIGH SCHOOL"
"R1165","MALDA GIRLS  HIGH SCHOOL"
"R1166","MALDA KANYA SIKSHALAYA HIGH SCHOOL"
"R1167","MATHURAPUR TILAKSUNDARI GIRLS HIGH SCHOOL"
"R1168","MOHANPARA NIVEDITA BALIKA VIDYALAYA"
"R1169","NEVEDITA GIRLS HIGH SCHOOL"
"R1170","OLD MALDA AHLADMONI GIRLS HIGH SCHOOL"
"R1171","PAKUAHAT JADUNATH BALIKA VIDYALAYA"
"R1172","RAMKINKAR BALIKA VIDYASHRAM"
"R1173","SHYAM SUKHI BALIKA SIKSHANIKETAN"
"R1174","SUJAPUR GIRLS HIGH SCHOOL"
"R1175","THAKUR ANUKUL CHANDRA BALIKA VIDYAMANDIR(HIGH)"
"R1176","NORHATTA G S HIGH SCHOOL"
"R1177","NAZIRPUR HIGH SCHOOL"
"R1178","RAMESH CHANDRA HIGH SCHOOL"
"R1179","BHARTITARI HIGH SCHOOL"
"R1180","KHAIRTALA NURPUR HIGH SCHOOL"
"R1181","BIRASTHALI HIGH SCHOOL"
"R1182","HARDAM NAGAR UDAY CHAND HIGH SCHOOL"
"R1183","PARLALPUR HIGH SCHOOL"
"R1184","UDAIPUR HIGH SCHOOL"
"R1185","ARAIDANGA RABINDRANATH GANGULY BALIKA VIDYAPITH"
"R1186","BAIRGACHI HIGH SCHOOL"
"R1187","TARIKULLAH SARKAR HIGH SCHOOL"
"R1188","BOLATULI KALUARY MD MUSHA HIGH SCHOOL"
"R1189","BAIDYANATHPUR HIGH SCHOOL"
"R1190","GANGADEVI HIGH SCHOOL"
"R1191","KARKACH MADHUSUDAN HIGH SCHOOL"
"R1192","CHAKNAGAR D R T HIGH SCHOOL"
"R1193","ANUPNAGAR K F J VIDYABHABAN"
"R1194","KALIGRAM GIRL'S HIGH SCHOOL"
"R1195","PALASHBARI T A HIGH SCHOOL"
"R1196","CHANDRABATI SAHA VIDYAPITH"
"R1197","MAHENDRAPUR HIGH SCHOOL"
"R1198","BIRAMPUR HIGH SCHOOL"
"R1199","KENDUDANGA HIGH SCHOOL"
"R1200","HABIBPUR SAMU HEMRAM HIGH SCHOOL"
"R1201","POPRA ISWARLAL HIGH SCHOOL"
"R1202","CHAMAGRAM HIGH SCHOOL"
"R1203","LASKARPUR HIGH SCHOOL"
"R1204","SANTA DEBYA HIGH SCHOOL"
"R1205","SHYAMLALPARA TIORPARA BRAHMANGRAM HIGH SCHOOL"
"R1207","MAKHNA KUILPARA K S HIGH SCHOOL"
"R1208","GOURIO HIGH SCHOOL"
"R1209","BEDRABAD HIGH SCHOOL"
"R1210","SUKDEVPUR HIGH SCHOOL"
"R1211","BARADUARY HIGH SCHOOL"
"R1212","EKLAKHI MISSION GIRLS HIGH SCHOOL"
"R1213","SALAIDANGA HIGH SCHOOL"
"R1214","JIARUDDINTOLA HIGH SCHOOL"
"R1215","BHAGIRATHI HIGH SCHOOL"
"R1216","NALAGOLA HIRALAL BALIKA VIDYALAYA"
"R1217","MIRJATPUR NIROD BARANI VIDYAPITH(HIGH SCHOOL)"
"R1218","DHARANI BHUBAN SHASHI VIDYAPITH (HIGH SCHOOL)"
"R1219","DHANGARA RANGHAT HIGH SCHOOL"
"R1220","MALDA ACADEMY (HIGH SCHOOL)"
"R1221","DHAOEL HIGH SCHOOL"
"R1222","BHABUKRAM MARDI HIGH SCHOOL"
"R1223","BALUACHARA HIGH SCHOOL"
"R1224","KANUA BHAWANIPUR HIGH SCHOOL(BENGALI MEDIUM)"
"R1225","KAMALABARI HIGH SCHOOL"
"R1226","MADHAIPUR A R HIGH SCHOOL"
"R1227","RAMCHANDRA SAHA BALIKA VIDYALAYA"
"R1228","JAHARATALA HIGH SCHOOL"
"R1229","JITARPUR L M A K VIDYAMANDIR(HIGH SCHOOL)"
"R1230","GOUR CHANDRA GHOSH GIRLS' HIGH SCHOOL"
"R1231","BAISHNABNAGAR VIDYASAGAR BALIKA VIDYALAYA(HIGH)"
"R1232","MAHADEVPUR LUKHU TUDU HIGH SCHOOL"
"R1233","JUGOLTOLA HIGH SCHOOL"
"R1234","DEONAPUR HIGH SCHOOL"
"R1235","BEJPURA KALIKAPUR HIGH SCHOOL"
"R1236","SURJAPUR HIGH SCHOOL"
"R1237","HAZI OMAR ALI SMRITI VIDYALAYA(HIGH SCHOOL)"
"R1238","HAZI MD ALI HIGH SCHOOL"
"R1239","ARBORA HIGH SCHOOL"
"R1240","KUMARGANJ HIGH SCHOOL"
"R1241","ENAYETPUR HIGH SCHOOL"
"R1242","JANAKALYAN S G HIGH SCHOOL"
"R1243","BAMONGRAM H M A M HIGH SCHOOL"
"R1244","GOBINDAPUR HIGH SCHOOL"
"R1245","PRANTAPALLY GIRLS' HIGH SCHOOL"
"R1246","UTTAR BHAKURIA-O-DAKSHIN BHAKURIA HIGH SCHOOL"
"R1247","BHUNA ADIBASHI HIGH SCHOOL"
"R1248","KHASKOLE HIGH SCHOOL"
"R1249","GOYESHWARI PYARI-BHUBAN VIDYANIKETAN(HIGH SCHOOL)"
"R1250","MALDA RAILWAY GIRLS' HIGH SCHOOL"
"R1251","SAHOORGACHI BIDYANANDAPUR M N H HIGH SCHOOL"
"R1252","AHORA VIVEKANANDA SIKSHANIKETAN(HIGH SCHOOL)"
"R1253","GOPALPUR HIGH SCHOOL"
"R1254","MOKDUMPUR GIRLS' HIGH SCHOOL"
"R1255","SUKANTA MEMORIAL VIDYAPITH(HIGH SCHOOL)"
"R1256","ALADIPUR HIGH SCHOOL"
"R1257","CHITKOLE RAM KRISHNA SIKSHANIKETAN(HIGH SCHOOL)"
"R1258","MEHERPUR HIGH SCHOOL"
"R1259","KANCHANTAR MAHARAJPUR HIGH SCHOOL"
"R1260","SRI SRI SARADA BANIPITHA(HIGH SCHOOL)"
"R1261","DHANJANA HIGH SCHOOL"
"R1262","MODERN ENGLISH SCHOOL(HIGH SCHOOL)"
"R1263","JOTEPARAM HIGH SCHOOL"
"R1264","JHANJHA KUMAR VIDYAPITH(HIGH SCHOOL)"
"R1266","GOVERNMENT MODEL SCHOOL,KALIACHAK-III"
"R1267","GOVERNMENT MODEL SCHOOL,OLD MALDA"
"R1268","ADARSHABANI ACADEMY(HIGH SCHOOL)"
"R1269","SWAMI VIVEKANANDA ACADEMY(HIGH SCHOOL)"
"R1270","SABUJ ABUJH SHISHU ANGAN (HIGH SCHOOL)"
"R1271","NEW INTEGRATED GOVT. SCHOOL,HABIBPUR"
"R1272","UTTAR BANGA PUBLIC SCHOOL (HIGH SCHOOL)"
"S2003","SATSANG TAPAVAN VIDYALAYA"
"T1001","AKUNI B.G.BIHARILAL INSTITUTION"
"T1002","ANTPUR HIGH SCHOOL"
"T1003","BAIDYABATI BANAMALI MUKHERJEE INSTITUTION"
"T1004","BAIDYABATI KALPANA BASU BOYS' ACADEMY"
"T1005","BAIDYABATI VIDYANIKETAN HIGH SCHOOL"
"T1006","BAKSHA BINDHYABASINI NIHARBALA VIDYALAYA"
"T1007","BALLAVPUR HIGH SCHOOL"
"T1008","BAMUNARI HIGH SCHOOL"
"T1009","BARATAJPUR HIGH SCHOOL"
"T1010","BEGUMPUR HIGH SCHOOL"
"T1011","BHADRAKALI HIGH SCHOOL"
"T1012","BHAGABATIPUR MILAN VIDYAPITH"
"T1013","BORHAL KAMALA DEVI PRATISTHAN"
"T1014","CHAKUNDI HIGH SCHOOL"
"T1015","CHATRA NANDA LAL INSTITUTION"
"T1016","DAKSHINDIHI HIGH SCHOOL"
"T1017","DANKUNI SRI RAMKRISHNA VIDYASRAM"
"T1018","DILAKASH SUFAL CHANDRA PAL HIGH SCHOOL"
"T1019","DINGALHATI M.L.PAUL HIGH SCHOOL"
"T1020","GARALGACHA HIGH SCHOOL"
"T1021","GARALGACHA SURABALA VIDYAMANDIR"
"T1022","GUTI UDAY CHAND VIDYAMANDIR"
"T1023","JANAI TRAINING HIGH SCHOOL"
"T1024","JANGALPARA KRISHNARAMPUR DESHPRAN H.SCHOOL"
"T1025","JANGIPARA DWARAKANATH HIGH SCHOOL"
"T1026","KANAIPUR HIGH SCHOOL"
"T1027","KANAIPUR SREEGURU HIGH SCHOOL"
"T1028","KONNAGAR HIGH SCHOOL"
"T1029","KONNAGAR NAGENDRA NATH KUNDU VIDYAMANDIR"
"T1030","KONNAGAR RAJENDRA SMRITI VIDYALAYA"
"T1031","KONNAGAR SRI ARABINDA VIDYAPITH"
"T1032","KOTRANG ADARSHA VIDYALAYA"
"T1033","KOTRANG BHUPENDRA SMRITI VIDYALAYA"
"T1034","LAKSHMANPUR PANCHANAN HIGH SCHOOL"
"T1035","MAHES BANGA VIDYALAYA"
"T1036","MAHES HIGH SCHOOL"
"T1037","MAHES SRI RAMKRISHNA ASHRAM VIDYALAYA"
"T1038","MAHESH SRI POTTI SRIRAMULU ANDHRA HIGH SCHOOL"
"T1039","MAKHLA HIGH SCHOOL"
"T1040","MASAT APTAP MITRA HIGH SCHOOL"
"T1041","NABAGRAM HIGH SCHOOL"
"T1042","NABAGRAM SISHU BHARATI HIGH SCHOOL"
"T1043","NABAGRAM VIDYAPITH"
"T1044","NAITY HIGH SCHOOL"
"T1045","NILARPUR RAJA RAMMOHAN VIDYAPITH"
"T1046","PANCHGHARA PRAMADA SUNDARI HIGH SCHOOL"
"T1047","PASCHIM TAJPUR DEBOTA CHARAN CHATTOPADHYAY HIGH SCHOOL"
"T1048","PROSADPUR HIGH SCHOOL"
"T1049","RAHIMPUR NABAGRAM HIGH SCHOOL"
"T1050","RAJBALHAT HIGH SCHOOL"
"T1051","RAJYADHARPUR DESHBANDHU VIDYAPITH"
"T1052","RAJYADHARPUR NETAJI HIGH SCHOOL"
"T1053","RAMANATHPUR KUMIRMORA ASHUTOSH NANILAL HIGH SCHOOL"
"T1054","RASHIDPUR HIGH SCHOOL"
"T1055","RISHRA ANJUMAN HIGH SCHOOL"
"T1056","RISHRA BRAHMANANDA KESHAB CHANDRA H SCHOOL"
"T1057","RISHRA HIGH SCHOOL"
"T1058","RISHRA SWATANTRA HINDI VIDYALAYA"
"T1060","RISHRA VIDYAPITH"
"T1061","RISHRA VIDYAPITH (UNIT II)"
"T1062","SERAMPORE HIGH SCHOOL"
"T1063","SERAMPORE MALINA LAHIRI BOYS' ACADEMY(HIGH SCHOOL)"
"T1064","SERAMPORE UNION INSTITUTION"
"T1065","SHEAKHALA BENIMADHAB HIGH SCHOOL"
"T1066","SHEORAPHULI NETAJI VIDYAMANDIR"
"T1067","SHEORAPHULI S.N.VIDYANIKETAN"
"T1068","SHEORAPHULI VIVEKANANDA HIGH SCHOOL"
"T1069","SIMLA HIGH SCHOOL"
"T1070","SOMENAGAR R K VIDYAMANDIR"
"T1071","UTTARPARA AMARENDRA VIDYAPITH"
"T1072","UTTARPARA CHILDREN'S OWN HOME"
"T1073","UTTARPARA GOVERNMENT HIGH SCHOOL"
"T1074","HINDMOTOR HIGH SCHOOL"
"T1076","ASHALATA BALIKA VIDYALAYA"
"T1077","BAIDYABATI CHARUSHILA BOSE BALIKA VIDYALAYA"
"T1078","BIBHAS CHANDRA DAW GIRLS HIGH SCHOOL"
"T1079","BAIDYABATI SURENDRA NATH ROY BALIKA VIDYALAYA"
"T1080","BARIJAHATTY GIRLS HIGH SCHOOL"
"T1081","BEGUMPUR GIRLS HIGH SCHOOL"
"T1082","BHADRAKALI DESHAPRIYA BALIKA VIDYAMANDIR"
"T1083","CHATRA NANDALAL INSTITUTION FOR GIRLS"
"T1084","DANKUNI SRI RAMKRISHNA VIDYASHRAM GIRLS HIGH SCHOOL"
"T1085","GARALGACHA BALIKA VIDYALAYA"
"T1086","JANAI BHAGAWANDEVI GOENKA GIRLS HIGH SCHOOL"
"T1087","JANGIPARA BALIKA VIDYALAYA"
"T1088","KANAIPUR KANYA VIDYAPITH"
"T1089","KONNAGAR HINDU GIRLS HIGH SCHOOL"
"T1090","KONNAGAR KALYAN PARISAD BALIKA SIKSHASADAN"
"T1091","KOTRANG ADARSHA BALIKA VIDYALAYA"
"T1092","MAHES BALIKA VIDYAMANDIR"
"T1093","MAHES PARAMESWARI BALIKA VIDYALAYA"
"T1094","MAKHLA DEBISWARI VIDYANIKETAN FOR GIRLS"
"T1095","MOREPUKUR SHAIBALINI DEVI UCHCHA BALIKA VIDYANIKETAN"
"T1096","NABAGRAM HIRALAL PAUL BALIKA VIDYALAYA"
"T1097","NABAGRAM SATYABHARATI BALIKA VIDYAPITH"
"T1098","PARMAR BALIKA VIDYALAYA"
"T1099","RADHA GOVINDA NAGAR R.P.BALIKA VIDYALAYA"
"T1100","RAGHUNATHPUR BALIKA VIDYALAYA"
"T1101","RAJBALHAT GIRLS HIGH SCHOOL"
"T1102","RAJYADHARPUR NETAJI GIRLS HIGH SCHOOL"
"T1103","RISHRA GIRLS HIGH SCHOOL"
"T1104","RISHRA VIDYAPITH GIRLS HIGH SCHOOL"
"T1105","SERAMPORE BHARATI BALIKA VIDYALAYA"
"T1106","SERAMPORE GIRLS HIGH SCHOOL"
"T1107","SERAMPORE MISSION GIRLS HIGH SCHOOL"
"T1108","SERAMPORE RAMESH CHANDRA GIRLS HIGH SCHOOL"
"T1109","SHEAKHALA BENIMADHAB GIRLS HIGH SCHOOL"
"T1110","SHEORAPHULI NETAJI BALIKA VIDYAMANDIR"
"T1111","SHEORAPHULI S.N.VIDYANIKETAN FOR GIRLS"
"T1113","UTTARPARA AMARENDRA VIDYAPITH FOR GIRLS"
"T1114","UTTARPARA GIRLS HIGH SCHOOL"
"T1115","UTTARPARA UNION GIRLS HIGH SCHOOL"
"T1116","SATGHARA HIGH SCHOOL"
"T1118","BHADRAKALI SHREE SHANKAR VIDYALAYA"
"T1119","KAPASHARIA HIGH SCHOOL"
"T1120","MONBER VIVEKANANDA VIDYAPITH"
"T1121","MUNDALIKA ANCHAL HIGH SCHOOL"
"T1122","CHAMPSARA SATISH CH VIDYANIKETAN"
"T1123","NABAGRAM K D PAUL VIDYALAYA"
"T1124","RAMANATHPUR DEBENDRANATH MUDI ADARSHA VIDYAMANDIR"
"T1125","NIKASH MONAI CHANDI HIGH SCHOOL"
"T1126","PATHA BHAVAN DANKUNI"
"T1127","UTTARPARA MODEL SCHOOL"
"T1128","BILARA HIGH SCHOOL"
"T1129","ALIPUR SATISH CHANDRA PAL HIGH SCHOOL"
"T1130","BHADRAKALI SRI SARADAMANI GIRLS' HIGH SCHOOL"
"T1131","BALAICHAK RAJA RAMMOHAN VIDYAPITH"
"T1132","PALASPAI ANCHAL R K VIDYAMANDIR"
"T1133","PALASPAI ANCHAL GITARANI DHARA BALIKA VIDYALAYA"
"T1134","HAYATPUR R K HIGH SCHOOL"
"T1135","PALASPAI BEJOY MODAK UCHCHA BALIKA VIDYALAYA"
"T1136","RANJAPUR HIGH SCHOOL"
"T1137","HARIADAHA SUDHA PRASAD BALIKA VIDYAMANDIR(HIGH SCHOOL)"
"T1138","KHARIAL HIGH SCHOOL"
"T1139","KALACHARA HIGH SCHOOL"
"T1140","HARIPUR DURGAPADA MEMORIAL HIGH SCHOOL"
"T1141","BAGANDA HIGH SCHOOL"
"T1142","SREE RAMKRISHNA SISHU TIRTHA HIGH SCHOOL"
"T1143","VIVEKANANDA ENGLISH ACADEMY(HIGH SCHOOL)"
"T1144","NALDIGHI HIGH SCHOOL"
"T1145","DATTAPUR LIONS WOODLANDS VIVEKANANDA VIDYAPITH"
"T1146","NAYA BASTI SHREE SHIVA HIGH SCHOOL(HINDI MEDIUM)"
"T1147","SRI KRISHNANAGAR SRI KRISHNA VIDYAMANDIR(HIGH SCHOOL)"
"T1148","LOUIS BRAILLE MEMORIAL SCHOOL FOR THE SIGHTLESS(HIGH SCHOOL)"
"T1149","LITTLE FLOWERS' SCHOOL(HIGH SCHOOL)"
"T1150","RADHIKA TOWN HIGH SCHOOL"
"T1151","MAHESH SRI RAMKRISHNA ASHRAM VIVEKANANDA VIDYALAYA"
"T1152","NARAYANI BALIKA VIDYALAYA(HIGH SCHOOL)"
"T1153","FATEMA GIRLS' HIGH SCHOOL"
"T1154","RISHRA ASSEMBLY OF LITTLE BUDS(HIGH SCHOOL)"
"T1155","R G MEMORIAL ACADEMY(HIGH SCHOOL)"
"T1156","KUSHWAHA KSHATRIYA VIDYALAYA(HIGH SCHOOL)"
"T1157","MAKHLA PRAHLAD SINGH SIKSHA NIKETAN(HIGH SCHOOL)"
"T1158","CHANKPUR H M HIGH SCHOOL"
"T1159","BULBUL SIKSHANIKETAN(HIGH SCHOOL)"
"T1160","RISHRA ST. THOMAS ACADEMY (HIGH SCHOOL)"
"T1161","SHISHU SADAN HIGH SCHOOL"
"T1162","PEARL ROSARY SCHOOL(NEW)(HIGH)"
"T1163","PEARL ROSARY HIGH SCHOOL"
"T1164","IDEAL INSTITUTE OF JANAI(HIGH SCHOOL)"
"T1165","DANKUNI MODERN BHARATI INSTITUTE (HIGH SCHOOL)"
"T1166","STUDY MISSION (HIGH SCHOOL)"
"T1168","KONNAGAR D WALDIE KARMACHARI VIDYAPITH(HIGH SCHOOL)"
"U1001","AMBIKANAGAR HIGH SCHOOL"
"U1002","AMCHURA VIVEKANANDA VIDYAMANDIR"
"U1003","ARALDIHI HIGH SCHOOL"
"U1004","BAGA HIGH SCHOOL"
"U1005","BAGJATA BASUDEVPUR M G SATABARSIKI SMRITI VIDYAPITH"
"U1006","BAIDYANATHPUR HIGH SCHOOL"
"U1007","BARIKUL UDAY BHARATI HIGH SCHOOL"
"U1008","BHAGRA DAMODAR HIGH SCHOOL"
"U1009","BHEDUA HIGH SCHOOL"
"U1010","BHEDUASOLE HIGH SCHOOL"
"U1011","BHUTSAHAR HIGH SCHOOL"
"U1012","BIBORDA SATCHIDANANDA VIDYAPITH"
"U1013","BIKRAMPUR R D HIGH SCHOOL"
"U1014","BODDI HIGH SCHOOL"
"U1015","BRAHMANDIHA HIGH SCHOOL"
"U1016","CHAKA NIRMALANANDA HIGH SCHOOL"
"U1017","DAHALA HIGH SCHOOL"
"U1018","DEULGORA BHUAKANA P P A HIGH SCHOOL"
"U1019","DEULI HIGH SCHOOL"
"U1020","DHANARA BIKRAMPUR UNION SHYAMPROSAD MEMO. HIGH SCHOOL"
"U1021","DHANGORI SAMMILANI HIGH SCHOOL"
"U1022","DHEKO RAJANIKANTA HIGH SCHOOL"
"U1023","DHENGA AM HIGH SCHOOL"
"U1024","DUBRAJPUR SAMMILANI HIGH SCHOOL"
"U1025","DUBRAJPUR UTTARYAN VIDYAYATAN"
"U1026","DUDHYA HIGH SCHOOL"
"U1027","DUMURTORE BAGBADINI HIGH SCHOOL"
"U1028","DUNDAR SONAGARA ASHUTOSH VIDYAPITH"
"U1029","FULKUSHMA HIGH SCHOOL"
"U1030","FULKUSHMA SREE DURGA HIGH SCHOOL"
"U1031","GARGARIA SUBHAS HIGH SCHOOL"
"U1032","GARH RAIPUR HIGH SCHOOL"
"U1033","GOPALPUR HIGH SCHOOL"
"U1034","GORABARI HIGH SCHOOL"
"U1035","GUNIADA HIGH SCHOOL"
"U1036","GUNNATH HIGH SCHOOL"
"U1037","HALUDKANALI SCHEDULE CASTE HIGH SCHOOL"
"U1038","HARMASRA BRAHMANDIHA HIGH SCHOOL"
"U1039","HARMASRA HIGH SCHOOL"
"U1040","HIRBANDH HIGH SCHOOL"
"U1041","INDPUR GOENKA HIGH SCHOOL"
"U1042","JADAVPUR SAMMILANI HIGH SCHOOL"
"U1043","JAMBONI HIGH SCHOOL"
"U1044","JHILIMILI HIGH SCHOOL"
"U1045","JORDA NEW MODEL HIGH SCHOOL"
"U1046","KADMA HIGH SCHOOL"
"U1047","KANKRADARA SHIVANANDA SMRITI VIDYALAYA"
"U1048","KASHIPUR HIGH SCHOOL"
"U1049","KESHIA HIGH SCHOOL"
"U1050","KHATRA HIGH SCHOOL"
"U1051","KHIRPAI HIGH SCHOOL"
"U1052","KHYERPAHARI GADRA HIGH SCHOOL"
"U1053","KRISHNAPUR GOHALDANGA SARBARTHA SADHAK HIGH SCHOOL"
"U1054","KUSUMTIKRI HIGH SCHOOL"
"U1055","LAKSHMANPUR SAMMILANI VIDYAMANDIR"
"U1056","LAKSHMISAGAR HIGH SCHOOL"
"U1057","LAUPARA HIGH SCHOOL"
"U1058","MACHATORA UNION HIGH SCHOOL"
"U1059","MAJURIA BAISPATRA SAMMILITA HIGH SCHOOL"
"U1060","MANDALKULI NETAJI VIDYAPITH"
"U1061","MASANJHAR ADIBASI HIGH SCHOOL"
"U1062","MASATKHAL GANDHI ADARSHA VIDYALYA"
"U1063","MATGODA HIGH SCHOOL"
"U1064","MOSHIARA HIGH SCHOOL"
"U1065","MOULASOLE R B HIGH SCHOOL"
"U1066","PAIRAGURI HIGH SCHOOL"
"U1067","PAKSARA SARBAPALLI SIKSHAYATAN"
"U1068","PALLIBHARATI TILABANI HIGH SCHOOL"
"U1069","PANCHMURA HIGH SCHOOL"
"U1070","PARSOLA BANI BITAN VIDYAMANDIR"
"U1071","PIROLGARI ADIBASI SHYAMSUNDAR HIGH SCHOOL"
"U1072","PUKHURIA HIGH SCHOOL"
"U1073","PURANPANI HIGH SCHOOL"
"U1074","PUTIADAHA HIGH SCHOOL"
"U1075","RANIBANDH HIGH SCHOOL"
"U1076","SABRAKONE HIGH SCHOOL"
"U1077","SALDIHA HIGH SCHOOL"
"U1078","SALKAP RAGHUNATHPUR HIGH SCHOOL"
"U1079","SARENGA MAHATAMAJI SMRITI VIDYAPITH"
"U1080","SIMLAPAL MADAN MOHAN HIGH SCHOOL"
"U1081","SUPUR HIGH SCHOOL"
"U1082","SUSUNIA HIGH SCHOOL"
"U1083","TALDANGRA FULMATI HIGH SCHOOL"
"U1084","TAPTA DAMDI BANAMALI VIDYAMANDIR"
"U1085","GARHRAIPUR GIRLS HIGH SCHOOL"
"U1086","KHATRA GIRLS HIGH SCHOOL"
"U1087","SABRAKONE GIRLS HIGH SCHOOL"
"U1088","SALDIHA GIRLS HIGH SCHOOL"
"U1089","SARENGA GIRLS HIGH SCHOOL"
"U1090","BAGDIHA HIGH SCHOOL"
"U1091","CHHENDAPATHAR SAHID KSHUDIRAM S T HIGH SCHOOL"
"U1092","DEULI SUKLA HIGH SCHOOL"
"U1093","DUMURDIHA HIGH SCHOOL"
"U1094","KANGSABATI SISHU VIDYALAYA"
"U1095","KECHANDA V P A VIDYAPITH"
"U1096","NANDA PALLYMANGAL HIGH SCHOOL"
"U1097","SALDAHARA PANCHAGRAMI KALYANI VIDYAMANDIR"
"U1098","BETHUALA GOVT SPONS ASHRAM TYPE HIGH SCHOOL FOR GIRLS"
"U1099","INDPUR SAROJINI BALIKA VIDYALAYA"
"U1100","RANIBANDH GIRLS HIGH SCHOOL"
"U1101","SIMLAPAL MANGALMOYEE BALIKA VIDYAMANDIR"
"U1102","TALDANGRA GIRLS HIGH SCHOOL"
"U1103","DHANARA HIGH SCHOOL"
"U1104","KELIAPATHAR VIVEKANANDA HIGH SCHOOL"
"U1105","MELERA HIGH SCHOOL"
"U1106","MANIPUR CHANDIMATA HIGH SCHOOL"
"U1107","KESIKOCHA HIGH SCHOOL"
"U1108","KRISHNAMOHINI SARKHEL SMRITI VIDYAPITH"
"U1109","EKLAVYA MODEL RESIDENTIAL SCHOOL FOR TRIBAL CHILDREN"
"U1110","KADMAGARH HIGH SCHOOL"
"U1111","KESHRA HIGH SCHOOL"
"U1112","TIRING SIDDHASRAM ADIBASI HIGH SCHOOL"
"U1113","BON-SARENGA HIGH SCHOOL"
"U1114","LAKSHMISAGAR BIJOY VIDYANIKETAN BALIKA VIDYAMANDIR(HIGH)"
"U1115","BANSIDI HIGH SCHOOL"
"U1116","BHUTSAHAR GIRLS' HIGH SCHOOL"
"U1117","BAHARAMURI HIGH SCHOOL"
"U1118","BANKATA SRI-DURGA HIGH SCHOOL"
"U1119","NUTANDIHI CHHOTO MOUKURA N S HIGH SCHOOL"
"U1120","SALKU SAREN SMRITI VIDYAPITH(HIGH SCHOOL)"
"U1121","NEPURA KUMARARA S B HIGH SCHOOL"
"U1122","SATPATTA DEMUSHNYA HIGH SCHOOL"
"U1123","HARMASRA GIRLS' HIGH SCHOOL"
"U1124","ASANBANI KAJALKURA S M HIGH SCHOOL"
"U1125","JORDA GIRLS' HIGH SCHOOL"
"U1126","SADHU RAMCHAND MURMU SMRITI VIDYAPITH(HIGH SCHOOL)"
"U1127","FULKUSHMA NITYABALA BALIKA VIDYALAYA(HIGH SCHOOL)"
"U1128","BIBARDA GIRLS' HIGH SCHOOL"
"U1129","LAYEKPARA R S VIDYAMANDIR(HIGH)"
"U1130","CHAKSHYAMPUR JNANENDRA PRASAD HIGH SCHOOL"
"U1131","PANCHMURA M K GIRLS' HIGH SCHOOL"
"U1132","PATHARJORA R D HIGH SCHOOL"
"U1133","JAGATPUR SAMMILANI HIGH SCHOOL"
